EVENT_ID,STATE,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_NAME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,TOR_F_SCALE
9976253,ALABAMA,1981,March,Thunderstorm Wind,C,DALLAS,0,0,0,0,0,0,
9976254,ALABAMA,1981,March,Thunderstorm Wind,C,LEE,0,0,0,0,0,0,
10068822,NEBRASKA,1981,June,Thunderstorm Wind,C,LINCOLN,0,0,0,0,0,0,
9976207,ALABAMA,1981,February,Thunderstorm Wind,C,DALLAS,0,0,0,0,0,0,
9976255,ALABAMA,1981,April,Hail,C,MARION,0,0,0,0,0,0,
10056131,MISSOURI,1981,July,Thunderstorm Wind,C,OSAGE,0,0,0,0,0,0,
10059471,MISSOURI,1981,June,Tornado,C,OSAGE,0,0,0,0,.25K,0,F0
9976208,ALABAMA,1981,February,Thunderstorm Wind,C,MONTGOMERY,0,0,0,0,0,0,
9976209,ALABAMA,1981,February,Tornado,C,BALDWIN,62,0,0,0,2.5M,0,F2
9976210,ALABAMA,1981,February,Thunderstorm Wind,C,MORGAN,0,0,0,0,0,0,
9976211,ALABAMA,1981,February,Thunderstorm Wind,C,DALE,0,0,0,0,0,0,
9976212,ALABAMA,1981,February,Tornado,C,HOUSTON,5,0,0,0,2.5M,0,F1
9976213,ALABAMA,1981,March,Tornado,C,PIKE,0,0,0,0,.25K,0,F1
10070722,MONTANA,1981,August,Hail,C,FLATHEAD,0,0,0,0,0,0,
10070699,MONTANA,1981,July,Thunderstorm Wind,C,DAWSON,0,0,0,0,0,0,
10091114,NORTH CAROLINA,1981,July,Hail,C,STANLY,0,0,0,0,0,0,
10105588,OKLAHOMA,1981,May,Hail,C,SEMINOLE,0,0,0,0,0,0,
10107830,OKLAHOMA,1981,July,Hail,C,TULSA,0,0,0,0,0,0,
10022647,KANSAS,1981,May,Tornado,C,MONTGOMERY,0,0,0,0,25K,0,F1
10000826,FLORIDA,1981,June,Thunderstorm Wind,C,ALACHUA,0,0,0,0,0,0,
10006407,ILLINOIS,1981,April,Hail,C,CHAMPAIGN,0,0,0,0,0,0,
10014867,IOWA,1981,April,Hail,C,MUSCATINE,0,0,0,0,0,0,
10001935,FLORIDA,1981,December,Thunderstorm Wind,C,POLK,0,0,0,0,0,0,
10083780,NORTH DAKOTA,1981,August,Hail,C,TOWNER,0,0,0,0,0,0,
10020708,KANSAS,1981,August,Thunderstorm Wind,C,RENO,0,0,0,0,0,0,
10021515,KANSAS,1981,May,Hail,C,MEADE,0,0,0,0,0,0,
10023780,KANSAS,1981,June,Hail,C,ELK,0,0,0,0,0,0,
10023809,KANSAS,1981,June,Hail,C,MARSHALL,0,0,0,0,0,0,
10098984,OHIO,1981,April,Thunderstorm Wind,C,CLARK,0,0,0,0,0,0,
10033286,KENTUCKY,1981,June,Thunderstorm Wind,C,BOYLE,0,0,0,0,0,0,
10011791,IOWA,1981,June,Hail,C,MONONA,0,0,0,0,0,0,
10016343,INDIANA,1981,April,Thunderstorm Wind,C,,0,0,0,0,0,0,
10057170,MISSOURI,1981,April,Thunderstorm Wind,C,ST. LOUIS,0,0,0,0,0,0,
10100092,OHIO,1981,June,Hail,C,PORTAGE,0,0,0,0,0,0,
10083748,NORTH DAKOTA,1981,July,Hail,C,RENVILLE,0,0,0,0,0,0,
10116372,PENNSYLVANIA,1981,October,Thunderstorm Wind,C,FRANKLIN,0,0,0,0,0,0,
10116117,PENNSYLVANIA,1981,May,Hail,C,CAMBRIA,0,0,0,0,0,0,
10038512,MICHIGAN,1981,July,Hail,C,HOUGHTON,0,0,0,0,0,0,
10043335,LOUISIANA,1981,July,Thunderstorm Wind,C,EAST BATON ROUGE,0,0,0,0,0,0,
10147882,WISCONSIN,1981,July,Hail,C,EAU CLAIRE,0,0,0,0,0,0,
10128061,TEXAS,1981,April,Hail,C,VAL VERDE,0,0,0,0,0,0,
10126777,SOUTH DAKOTA,1981,June,Thunderstorm Wind,C,MEADE,0,0,0,0,0,0,
10128134,TEXAS,1981,May,Tornado,C,HOCKLEY,0,0,0,0,0K,0,F0
10148847,WEST VIRGINIA,1981,June,Thunderstorm Wind,C,RITCHIE,0,0,0,0,0,0,
10130394,TEXAS,1981,July,Thunderstorm Wind,C,TYLER,0,0,0,0,0,0,
10129198,TEXAS,1981,May,Tornado,C,CROSBY,0,0,0,0,0K,0,F0
10128122,TEXAS,1981,May,Thunderstorm Wind,C,LAVACA,0,0,0,0,0,0,
10003390,ILLINOIS,1981,June,Hail,C,FORD,0,0,0,0,0,0,
10145894,WISCONSIN,1981,April,Hail,C,WOOD,0,0,0,0,0,0,
10130305,TEXAS,1981,May,Hail,C,NAVARRO,0,0,0,0,0,0,
10147013,WISCONSIN,1981,July,Thunderstorm Wind,C,JUNEAU,0,0,0,0,0,0,
10152976,VERMONT,1981,July,Thunderstorm Wind,C,CHITTENDEN,0,0,0,0,0,0,
9976275,ALABAMA,1981,June,Thunderstorm Wind,C,MADISON,0,0,0,0,0,0,
9976276,ALABAMA,1981,June,Thunderstorm Wind,C,MOBILE,0,0,0,0,0,0,
9977133,ALABAMA,1981,June,Thunderstorm Wind,C,CHAMBERS,0,0,0,0,0,0,
9977134,ALABAMA,1981,June,Hail,C,JEFFERSON,0,0,0,0,0,0,
10100083,OHIO,1981,June,Thunderstorm Wind,C,FRANKLIN,0,0,0,0,0,0,
10100084,OHIO,1981,June,Tornado,C,GUERNSEY,0,0,0,0,2.5K,0,F0
10100085,OHIO,1981,June,Tornado,C,PERRY,2,0,0,0,250K,0,F2
10053578,MINNESOTA,1981,June,Thunderstorm Wind,C,WASECA,0,0,0,0,0,0,
10100086,OHIO,1981,June,Tornado,C,MUSKINGUM,0,0,0,0,250K,0,F1
10100087,OHIO,1981,June,Thunderstorm Wind,C,CLARK,0,0,0,0,0,0,
10100088,OHIO,1981,June,Thunderstorm Wind,C,WAYNE,0,0,0,0,0,0,
10100089,OHIO,1981,June,Hail,C,STARK,0,0,0,0,0,0,
10100090,OHIO,1981,June,Thunderstorm Wind,C,STARK,0,0,0,0,0,0,
10100091,OHIO,1981,June,Thunderstorm Wind,C,MONTGOMERY,0,0,0,0,0,0,
10110769,SOUTH CAROLINA,1981,February,Tornado,C,DILLON,0,0,0,0,2.5K,0,F1
10110770,SOUTH CAROLINA,1981,February,Thunderstorm Wind,C,LEXINGTON,0,0,0,0,0,0,
10110771,SOUTH CAROLINA,1981,February,Tornado,C,RICHLAND,0,0,0,0,25K,0,F1
10110772,SOUTH CAROLINA,1981,February,Tornado,C,LEXINGTON,0,0,0,0,2.5K,0,F1
10057158,MISSOURI,1981,April,Thunderstorm Wind,C,HICKORY,0,0,0,0,0,0,
10057159,MISSOURI,1981,April,Thunderstorm Wind,C,WRIGHT,0,0,0,0,0,0,
10057160,MISSOURI,1981,April,Thunderstorm Wind,C,PLATTE,0,0,0,0,0,0,
10100057,OHIO,1981,May,Thunderstorm Wind,C,WASHINGTON,0,0,0,0,0,0,
10100058,OHIO,1981,June,Tornado,C,ASHLAND,0,0,0,0,250K,0,F1
10100059,OHIO,1981,June,Tornado,C,WAYNE,0,0,0,0,250K,0,F1
10100060,OHIO,1981,June,Hail,C,STARK,0,0,0,0,0,0,
10100061,OHIO,1981,June,Hail,C,WILLIAMS,0,0,0,0,0,0,
10100062,OHIO,1981,June,Thunderstorm Wind,C,WILLIAMS,0,0,0,0,0,0,
10100063,OHIO,1981,June,Thunderstorm Wind,C,HENRY,0,0,0,0,0,0,
10100064,OHIO,1981,June,Thunderstorm Wind,C,TUSCARAWAS,0,0,0,0,0,0,
10100065,OHIO,1981,June,Thunderstorm Wind,C,ALLEN,0,0,0,0,0,0,
10100066,OHIO,1981,June,Tornado,C,SHELBY,2,0,0,0,250K,0,F2
10100067,OHIO,1981,June,Thunderstorm Wind,C,MARION,0,0,0,0,0,0,
10100068,OHIO,1981,June,Thunderstorm Wind,C,KNOX,0,0,0,0,0,0,
10043298,LOUISIANA,1981,June,Thunderstorm Wind,C,JEFFERSON DAVIS,0,0,0,0,0,0,
10043299,LOUISIANA,1981,June,Tornado,C,CAMERON,0,0,0,0,.25K,0,F2
10043300,LOUISIANA,1981,June,Tornado,C,RAPIDES,0,0,0,0,250K,0,F2
10043301,LOUISIANA,1981,June,Tornado,C,RAPIDES,0,0,0,0,25K,0,F2
10043302,LOUISIANA,1981,June,Tornado,C,RAPIDES,10,0,0,0,2.5M,0,F3
10043303,LOUISIANA,1981,June,Tornado,C,WEST FELICIANA,0,0,0,0,25K,0,F1
10043304,LOUISIANA,1981,June,Thunderstorm Wind,C,CADDO,0,0,0,0,0,0,
10043305,LOUISIANA,1981,June,Thunderstorm Wind,C,BIENVILLE,0,0,0,0,0,0,
10043306,LOUISIANA,1981,June,Thunderstorm Wind,C,LINCOLN,0,0,0,0,0,0,
10043307,LOUISIANA,1981,June,Thunderstorm Wind,C,TENSAS,0,0,0,0,0,0,
10043308,LOUISIANA,1981,June,Thunderstorm Wind,C,MADISON,0,0,0,0,0,0,
10043309,LOUISIANA,1981,June,Hail,C,SABINE,0,0,0,0,0,0,
10043310,LOUISIANA,1981,June,Tornado,C,MADISON,0,0,0,0,2.5K,0,F2
10043311,LOUISIANA,1981,June,Tornado,C,ORLEANS,0,0,0,0,25K,0,F2
10043312,LOUISIANA,1981,June,Thunderstorm Wind,C,ORLEANS,0,0,0,0,0,0,
10124572,SOUTH DAKOTA,1981,August,Hail,C,MINNEHAHA,0,0,0,0,0,0,
10124573,SOUTH DAKOTA,1981,August,Hail,C,BROWN,0,0,0,0,0,0,
10124574,SOUTH DAKOTA,1981,August,Hail,C,FALL RIVER,0,0,0,0,0,0,
10124575,SOUTH DAKOTA,1981,August,Hail,C,FALL RIVER,0,0,0,0,0,0,
10070720,MONTANA,1981,August,Hail,C,TOOLE,0,0,0,0,0,0,
10070723,MONTANA,1981,August,Thunderstorm Wind,C,CASCADE,0,0,0,0,0,0,
10070724,MONTANA,1981,August,Thunderstorm Wind,C,CASCADE,0,0,0,0,0,0,
10070725,MONTANA,1981,August,Hail,C,MISSOULA,0,0,0,0,0,0,
10070726,MONTANA,1981,August,Thunderstorm Wind,C,CASCADE,0,0,0,0,0,0,
10070727,MONTANA,1981,August,Thunderstorm Wind,C,SILVER BOW,0,0,0,0,0,0,
10070728,MONTANA,1981,August,Thunderstorm Wind,C,CASCADE,0,0,0,0,0,0,
10041307,MASSACHUSETTS,1981,June,Thunderstorm Wind,C,BERKSHIRE,0,0,0,0,0,0,
10041308,MASSACHUSETTS,1981,June,Thunderstorm Wind,C,SUFFOLK,0,0,0,0,0,0,
10041309,MASSACHUSETTS,1981,June,Thunderstorm Wind,C,HAMPDEN,0,0,0,0,0,0,
10041310,MASSACHUSETTS,1981,June,Thunderstorm Wind,C,FRANKLIN,0,0,0,0,0,0,
10041311,MASSACHUSETTS,1981,June,Tornado,C,WORCESTER,3,0,0,0,25K,0,F3
10124566,SOUTH DAKOTA,1981,August,Hail,C,TURNER,0,0,0,0,0,0,
10124567,SOUTH DAKOTA,1981,August,Hail,C,LINCOLN,0,0,0,0,0,0,
10124568,SOUTH DAKOTA,1981,August,Hail,C,MINNEHAHA,0,0,0,0,0,0,
10124569,SOUTH DAKOTA,1981,August,Tornado,C,TURNER,0,0,0,0,250K,0,F3
10124570,SOUTH DAKOTA,1981,August,Hail,C,LINCOLN,0,0,0,0,0,0,
10124571,SOUTH DAKOTA,1981,August,Thunderstorm Wind,C,BRULE,0,0,0,0,0,0,
10057141,MISSOURI,1981,April,Thunderstorm Wind,C,JACKSON,0,0,0,0,0,0,
10057142,MISSOURI,1981,April,Thunderstorm Wind,C,VERNON,0,0,0,0,0,0,
10057143,MISSOURI,1981,April,Thunderstorm Wind,C,JASPER,0,0,0,0,0,0,
10057144,MISSOURI,1981,April,Thunderstorm Wind,C,CEDAR,0,0,0,0,0,0,
10057145,MISSOURI,1981,April,Thunderstorm Wind,C,MONROE,0,0,0,0,0,0,
10057146,MISSOURI,1981,April,Thunderstorm Wind,C,NODAWAY,0,0,0,0,0,0,
10057147,MISSOURI,1981,April,Thunderstorm Wind,C,COOPER,0,0,0,0,0,0,
10057148,MISSOURI,1981,April,Thunderstorm Wind,C,PETTIS,0,0,0,0,0,0,
10057149,MISSOURI,1981,April,Thunderstorm Wind,C,PETTIS,0,0,0,0,0,0,
10057150,MISSOURI,1981,April,Thunderstorm Wind,C,SALINE,0,0,0,0,0,0,
10057151,MISSOURI,1981,April,Thunderstorm Wind,C,BOONE,0,0,0,0,0,0,
10077030,NEW YORK,1981,June,Thunderstorm Wind,C,SARATOGA,0,0,0,0,0,0,
10077031,NEW YORK,1981,June,Thunderstorm Wind,C,SCHENECTADY,0,0,0,0,0,0,
10077032,NEW YORK,1981,June,Thunderstorm Wind,C,RENSSELAER,0,0,0,0,0,0,
10077033,NEW YORK,1981,June,Thunderstorm Wind,C,LIVINGSTON,0,0,0,0,0,0,
10077034,NEW YORK,1981,June,Thunderstorm Wind,C,BROOME,0,0,0,0,0,0,
10077035,NEW YORK,1981,July,Thunderstorm Wind,C,MONROE,0,0,0,0,0,0,
10077036,NEW YORK,1981,July,Hail,C,SARATOGA,0,0,0,0,0,0,
10077037,NEW YORK,1981,July,Thunderstorm Wind,C,SARATOGA,0,0,0,0,0,0,
10077038,NEW YORK,1981,August,Tornado,C,SUFFOLK,0,0,0,0,250K,0,F1
10077039,NEW YORK,1981,September,Tornado,C,MONROE,0,0,0,0,2.5K,0,F1
10077040,NEW YORK,1981,September,Tornado,C,OSWEGO,0,0,0,0,2.5K,0,F1
10077041,NEW YORK,1981,September,Thunderstorm Wind,C,MONTGOMERY,0,0,0,0,0,0,
10057152,MISSOURI,1981,April,Thunderstorm Wind,C,PETTIS,0,0,0,0,0,0,
10057153,MISSOURI,1981,April,Thunderstorm Wind,C,BOONE,0,0,0,0,0,0,
10057154,MISSOURI,1981,April,Thunderstorm Wind,C,MILLER,0,0,0,0,0,0,
10057155,MISSOURI,1981,April,Thunderstorm Wind,C,AUDRAIN,0,0,0,0,0,0,
10057168,MISSOURI,1981,April,Thunderstorm Wind,C,ST. LOUIS,0,0,0,0,0,0,
10057169,MISSOURI,1981,April,Thunderstorm Wind,C,WASHINGTON,0,0,0,0,0,0,
10057171,MISSOURI,1981,April,Thunderstorm Wind,C,JEFFERSON,0,0,0,0,0,0,
10057172,MISSOURI,1981,April,Thunderstorm Wind,C,JEFFERSON,0,0,0,0,0,0,
10057173,MISSOURI,1981,April,Thunderstorm Wind,C,ST. LOUIS (C),0,0,0,0,0,0,
10057174,MISSOURI,1981,April,Thunderstorm Wind,C,IRON,0,0,0,0,0,0,
10057175,MISSOURI,1981,April,Hail,C,ST. FRANCOIS,0,0,0,0,0,0,
10057176,MISSOURI,1981,April,Thunderstorm Wind,C,MADISON,0,0,0,0,0,0,
10043331,LOUISIANA,1981,July,Thunderstorm Wind,C,JEFFERSON,0,0,0,0,0,0,
10043332,LOUISIANA,1981,July,Thunderstorm Wind,C,ORLEANS,0,0,0,0,0,0,
10043333,LOUISIANA,1981,July,Hail,C,LAFAYETTE,0,0,0,0,0,0,
10043334,LOUISIANA,1981,July,Tornado,C,ASSUMPTION,0,0,0,0,25K,0,F1
10043336,LOUISIANA,1981,July,Thunderstorm Wind,C,ORLEANS,0,0,0,0,0,0,
10043337,LOUISIANA,1981,August,Tornado,C,LAFOURCHE,2,0,0,0,2.5K,0,F1
10043339,LOUISIANA,1981,August,Thunderstorm Wind,C,BOSSIER,0,0,0,0,0,0,
10043340,LOUISIANA,1981,August,Hail,C,CADDO,0,0,0,0,0,0,
10110784,SOUTH CAROLINA,1981,June,Hail,C,BERKELEY,0,0,0,0,0,0,
10043313,LOUISIANA,1981,June,Thunderstorm Wind,C,EAST BATON ROUGE,0,0,0,0,0,0,
10043314,LOUISIANA,1981,June,Hail,C,ST. MARY,0,0,0,0,0,0,
10043315,LOUISIANA,1981,June,Tornado,C,CAMERON,0,0,0,0,.03K,0,F0
10043316,LOUISIANA,1981,June,Hail,C,LAFAYETTE,0,0,0,0,0,0,
10043317,LOUISIANA,1981,June,Tornado,C,TENSAS,0,0,0,0,.25K,0,F0
10043318,LOUISIANA,1981,July,Thunderstorm Wind,C,EAST BATON ROUGE,0,0,0,0,0,0,
10043319,LOUISIANA,1981,July,Hail,C,CALCASIEU,0,0,0,0,0,0,
10043320,LOUISIANA,1981,July,Thunderstorm Wind,C,EAST BATON ROUGE,0,0,0,0,0,0,
10043321,LOUISIANA,1981,July,Thunderstorm Wind,C,LIVINGSTON,0,0,0,0,0,0,
10043322,LOUISIANA,1981,July,Thunderstorm Wind,C,VERMILION,0,0,0,0,0,0,
10043323,LOUISIANA,1981,July,Tornado,C,LIVINGSTON,0,0,0,0,.25K,0,F1
10043324,LOUISIANA,1981,July,Thunderstorm Wind,C,TERREBONNE,0,0,0,0,0,0,
10043325,LOUISIANA,1981,July,Thunderstorm Wind,C,ST. JOHN THE BAPTIST,0,0,0,0,0,0,
10043326,LOUISIANA,1981,July,Thunderstorm Wind,C,EAST BATON ROUGE,0,0,0,0,0,0,
10043327,LOUISIANA,1981,July,Thunderstorm Wind,C,JEFFERSON DAVIS,0,0,0,0,0,0,
10043328,LOUISIANA,1981,July,Thunderstorm Wind,C,LIVINGSTON,0,0,0,0,0,0,
10043329,LOUISIANA,1981,July,Thunderstorm Wind,C,TANGIPAHOA,0,0,0,0,0,0,
10043330,LOUISIANA,1981,July,Thunderstorm Wind,C,CALCASIEU,0,0,0,0,0,0,
10068854,NEBRASKA,1981,June,Hail,C,BURT,0,0,0,0,0,0,
10068855,NEBRASKA,1981,June,Hail,C,WASHINGTON,0,0,0,0,0,0,
10068856,NEBRASKA,1981,June,Thunderstorm Wind,C,WASHINGTON,0,0,0,0,0,0,
10068857,NEBRASKA,1981,June,Hail,C,CASS,0,0,0,0,0,0,
10068858,NEBRASKA,1981,June,Thunderstorm Wind,C,BUTLER,0,0,0,0,0,0,
10068859,NEBRASKA,1981,June,Thunderstorm Wind,C,MCPHERSON,0,0,0,0,0,0,
10068860,NEBRASKA,1981,June,Tornado,C,LINCOLN,0,0,0,0,0K,0,F0
10068861,NEBRASKA,1981,June,Hail,C,LINCOLN,0,0,0,0,0,0,
10068862,NEBRASKA,1981,June,Hail,C,FRONTIER,0,0,0,0,0,0,
10068863,NEBRASKA,1981,June,Hail,C,RED WILLOW,0,0,0,0,0,0,
10068864,NEBRASKA,1981,June,Thunderstorm Wind,C,RED WILLOW,0,0,0,0,0,0,
10100069,OHIO,1981,June,Tornado,C,MORROW,0,0,0,0,25K,0,F1
10100070,OHIO,1981,June,Tornado,C,KNOX,2,0,0,0,250K,0,F2
10100071,OHIO,1981,June,Tornado,C,HOLMES,0,0,0,0,25K,0,F1
10100072,OHIO,1981,June,Tornado,C,HOLMES,5,0,0,0,250K,0,F2
10100073,OHIO,1981,June,Thunderstorm Wind,C,MERCER,0,0,0,0,0,0,
10107860,OKLAHOMA,1981,September,Tornado,C,PUSHMATAHA,0,0,0,0,0K,0,F0
10107861,OKLAHOMA,1981,September,Hail,C,HUGHES,0,0,0,0,0,0,
10107862,OKLAHOMA,1981,September,Thunderstorm Wind,C,HUGHES,0,0,0,0,0,0,
10107863,OKLAHOMA,1981,October,Hail,C,WASHITA,0,0,0,0,0,0,
10107864,OKLAHOMA,1981,October,Hail,C,OKLAHOMA,0,0,0,0,0,0,
10107865,OKLAHOMA,1981,October,Tornado,C,KINGFISHER,0,0,0,0,0K,0,F0
10107866,OKLAHOMA,1981,October,Tornado,C,CHOCTAW,0,0,0,0,0K,0,F1
10107867,OKLAHOMA,1981,October,Thunderstorm Wind,C,JEFFERSON,0,0,0,0,0,0,
10107868,OKLAHOMA,1981,October,Tornado,C,JEFFERSON,2,0,0,0,0K,0,F1
10107869,OKLAHOMA,1981,October,Thunderstorm Wind,C,OKLAHOMA,0,0,0,0,0,0,
10107870,OKLAHOMA,1981,November,Tornado,C,GARFIELD,0,0,0,0,0K,0,F0
10123457,SOUTH DAKOTA,1981,July,Tornado,C,HAMLIN,0,0,0,0,0K,0,F0
10123458,SOUTH DAKOTA,1981,July,Hail,C,CUSTER,0,0,0,0,0,0,
10123459,SOUTH DAKOTA,1981,July,Hail,C,BEADLE,0,0,0,0,0,0,
10123460,SOUTH DAKOTA,1981,July,Hail,C,ROBERTS,0,0,0,0,0,0,
10123461,SOUTH DAKOTA,1981,July,Hail,C,BROWN,0,0,0,0,0,0,
10110773,SOUTH CAROLINA,1981,February,Thunderstorm Wind,C,AIKEN,0,0,0,0,0,0,
10110774,SOUTH CAROLINA,1981,April,Thunderstorm Wind,C,SPARTANBURG,0,0,0,0,0,0,
10110775,SOUTH CAROLINA,1981,April,Tornado,C,CHESTER,0,0,0,0,2.5M,0,F1
10110776,SOUTH CAROLINA,1981,April,Thunderstorm Wind,C,CHESTER,0,0,0,0,0,0,
10110777,SOUTH CAROLINA,1981,April,Tornado,C,ORANGEBURG,0,0,0,0,.25K,0,F1
10110778,SOUTH CAROLINA,1981,April,Tornado,C,RICHLAND,0,0,0,0,.25K,0,F1
10110779,SOUTH CAROLINA,1981,April,Thunderstorm Wind,C,LEXINGTON,0,0,0,0,0,0,
10110780,SOUTH CAROLINA,1981,May,Thunderstorm Wind,C,HORRY,0,0,0,0,0,0,
10110781,SOUTH CAROLINA,1981,May,Tornado,C,FLORENCE,6,0,0,0,25K,0,F2
